"id","code","input","gold_output","M_output","M_confidence","M_Correctness","P_output","P_confidence","P_Correctness","Q_output","Q_confidence","Q_Correctness","M_output_d1","M_confidence_d1","M_Correctness_d1","P_output_d1","P_confidence_d1","P_Correctness_d1","Q_output_d1","Q_confidence_d1","Q_Correctness_d1","M_output_d2","M_confidence_d2","M_Correctness_d2","P_output_d2","P_confidence_d2","P_Correctness_d2","Q_output_d2","Q_confidence_d2","Q_Correctness_d2","M_output_d3","M_confidence_d3","M_Correctness_d3","P_output_d3","P_confidence_d3","P_Correctness_d3","Q_output_d3","Q_confidence_d3","Q_Correctness_d3","M_output_d4","M_confidence_d4","M_Correctness_d4","P_output_d4","P_confidence_d4","P_Correctness_d4","Q_output_d4","Q_confidence_d4","Q_Correctness_d4"
"sample_694","def f(d):
    i = len(d) - 1
    key = list(d.keys())[i]
    d.pop(key, None)
    return key, d","dict(e=1, d=2, c=3)","('c', {'e': 1, 'd': 2})","('c', {'e': 1, 'd': 2})","1.0","CORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","","0.5","INCORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","","0.5","INCORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","","0.5","INCORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","","0.5","INCORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","('c', {'e': 1, 'd': 2})","1.0","CORRECT","","0.5","INCORRECT"
"sample_695","def f(d):
    result = {}
    for ki, li in d.items():
        result.update({ki: []})
        for kj, dj in enumerate(li):
            result[ki].append({})
            for kk, l in dj.items():
                result[ki][kj][kk] = l.copy()
    return result","{}","{}","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT","{}","1.0","CORRECT","{}","1.0","CORRECT","","0.5","INCORRECT"
"sample_696","def f(text):
    s = 0
    for i in range(1, len(text)):
        s += len(text.rpartition(text[i])[0])
    return s","'wdj'","3","2","1.0","INCORRECT","3","1.0","CORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","3","1.0","CORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","3","1.0","CORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","3","1.0","CORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","3","1.0","CORRECT","","0.5","INCORRECT"
"sample_697","def f(s, sep):
    sep_index = s.find(sep)
    prefix = s[:sep_index]
    middle = s[sep_index:sep_index + len(sep)]
    right_str = s[sep_index + len(sep):]
    return prefix, middle, right_str","""not it"", """"","('', '', 'not it')","('not it', '', '')","1.0","INCORRECT","('not it', '', '')","1.0","INCORRECT","","0.5","INCORRECT","('not it', '', '')","1.0","INCORRECT","('not it', '', '')","1.0","INCORRECT","","0.5","INCORRECT","('not it', '', '')","1.0","INCORRECT","('not it', '', '')","1.0","INCORRECT","","0.5","INCORRECT","('not it', '', '')","1.0","INCORRECT","('not it', '', '')","1.0","INCORRECT","","0.5","INCORRECT","('not it', '', '')","1.0","INCORRECT","('not it', '', '')","1.0","INCORRECT","","0.5","INCORRECT"
"sample_698","def f(text):
    return ''.join(x for x in text if x != ')')","('(((((((((((d))))))))).))))(((((')","'(((((((((((d.((((('","(((((((((((d))))))))).))))(((((","1.0","INCORRECT","(((((((((((d))))))))).))))((((((","1.0","INCORRECT","","0.5","INCORRECT","(((((((((((d))))))))).))))(((((","1.0","INCORRECT","(((((((((((d))))))))).))))(((((('","1.0","INCORRECT","","0.5","INCORRECT","(((((((((((d))))))))).))))(((((","1.0","INCORRECT","(((((((((((d))))))))).))))(((((('","1.0","INCORRECT","","0.5","INCORRECT","(((((((((((d))))))))).))))(((((","1.0","INCORRECT","(((((((((((d))))))))).))))(((((('","1.0","INCORRECT","","0.5","INCORRECT","(((((((((((d))))))))).))))(((((","1.0","INCORRECT","(((((((((((d))))))))).))))(((((('","1.0","INCORRECT","","0.5","INCORRECT"
"sample_699","def f(text, elem):
    if elem != '':
        while text.startswith(elem):
            text = text.replace(elem, '')
        while elem.startswith(text):
            elem = elem.replace(text, '')
    return [elem, text]","""some"", ""1""","['1', 'some']","['1', 'some']","1.0","CORRECT","['1', 'some']","1.0","CORRECT","","0.5","INCORRECT","['1', 'some']","1.0","CORRECT","['1', 'some']","1.0","CORRECT","","0.5","INCORRECT","['1', 'some']","1.0","CORRECT","['1', 'some']","1.0","CORRECT","","0.5","INCORRECT","['1', 'some']","1.0","CORRECT","['1', 'some']","1.0","CORRECT","","0.5","INCORRECT","['1', 'some']","1.0","CORRECT","['1', 'some']","1.0","CORRECT","","0.5","INCORRECT"
"sample_700","def f(text):
    return len(text) - text.count('bot')","""Where is the bot in this world?""","30","20","1.0","INCORRECT","27","1.0","INCORRECT","","0.5","INCORRECT","20","1.0","INCORRECT","27","1.0","INCORRECT","","0.5","INCORRECT","20","1.0","INCORRECT","27","1.0","INCORRECT","","0.5","INCORRECT","20","1.0","INCORRECT","27","1.0","INCORRECT","","0.5","INCORRECT","20","1.0","INCORRECT","27","1.0","INCORRECT","","0.5","INCORRECT"
"sample_701","def f(stg, tabs):
    for tab in tabs:
        stg = stg.rstrip(tab)
    return stg","'31849 let it!31849 pass!', ('3','1','8',' ','1','9','2','d')","'31849 let it!31849 pass!'","'31849 let it!31849 pass!'","1.0","CORRECT","let it! pass!","1.0","INCORRECT","","0.5","INCORRECT","'31849 let it!31849 pass!'","1.0","CORRECT","let it! pass!","0.9","INCORRECT","","0.5","INCORRECT","'31849 let it!31849 pass!'","1.0","CORRECT","let it! pass!","0.95","INCORRECT","","0.5","INCORRECT","'31849 let it!31849 pass!'","1.0","CORRECT","let it! pass!","0.9","INCORRECT","","0.5","INCORRECT","'31849 let it!31849 pass!'","1.0","CORRECT","let it! pass!","0.95","INCORRECT","","0.5","INCORRECT"
"sample_702","def f(nums):
    count = len(nums)
    for i in range(len(nums) - 1, -1, -1):
        nums.insert(i, nums.pop(0))
    return nums","[0, -5, -4]","[-4, -5, 0]","[0, -5, -4]","1.0","INCORRECT","[-4, 0, -5]","1.0","INCORRECT","","0.5","INCORRECT","[0, -5, -4]","1.0","INCORRECT","[-5, -4, 0]","1.0","INCORRECT","","0.5","INCORRECT","[0, -5, -4]","1.0","INCORRECT","[-5, -4, 0]","0.9","INCORRECT","","0.5","INCORRECT","[0, -5, -4]","1.0","INCORRECT","[-5, -4, 0]","0.95","INCORRECT","","0.5","INCORRECT","[0, -5, -4]","1.0","INCORRECT","[-5, -4, 0]","0.9","INCORRECT","","0.5","INCORRECT"
"sample_703","def f(text, char):
    count = text.count(char*2)
    return text[count:]","'vzzv2sg', 'z'","'zzv2sg'","'vzzv2sg'","1.0","INCORRECT","2sg","1.0","INCORRECT","","0.5","INCORRECT","'vzzv2sg'","1.0","INCORRECT","2sg","1.0","INCORRECT","","0.5","INCORRECT","'vzzv2sg'","1.0","INCORRECT","2sg","1.0","INCORRECT","","0.5","INCORRECT","'vzzv2sg'","1.0","INCORRECT","2sg","1.0","INCORRECT","","0.5","INCORRECT","'vzzv2sg'","1.0","INCORRECT","2sg","1.0","INCORRECT","","0.5","INCORRECT"
"sample_704","def f(s, n, c):
    width = len(c)*n
    for _ in range(width - len(s)):
        s = c + s
    return s","'.', 0, '99'","'.'",".","1.0","CORRECT",".","1.0","CORRECT","","0.5","INCORRECT",".","1.0","CORRECT",".","1.0","CORRECT","","0.5","INCORRECT",".","1.0","CORRECT",".","1.0","CORRECT","","0.5","INCORRECT",".","1.0","CORRECT",".","1.0","CORRECT","","0.5","INCORRECT",".","1.0","CORRECT",".","1.0","CORRECT","","0.5","INCORRECT"
"sample_705","def f(cities, name):
    if not name:
        return cities
    if name and name != 'cities':
        return []
    return [name + city for city in cities]","['Sydney', 'Hong Kong', 'Melbourne', 'Sao Paolo', 'Istanbul', 'Boston'], 'Somewhere '","[]","[]","1.0","CORRECT","['Somewhere Sydney', 'Somewhere Hong Kong', 'Somewhere Melbourne', 'Somewhere Sao Paolo', 'Somewhere Istanbul', 'Somewhere Boston']","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","['Somewhere Sydney', 'Somewhere Hong Kong', 'Somewhere Melbourne', 'Somewhere Sao Paolo', 'Somewhere Istanbul', 'Somewhere Boston']","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","['Somewhere Sydney', 'Somewhere Hong Kong', 'Somewhere Melbourne', 'Somewhere Sao Paolo', 'Somewhere Istanbul', 'Somewhere Boston']","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","['Somewhere Sydney', 'Somewhere Hong Kong', 'Somewhere Melbourne', 'Somewhere Sao Paolo', 'Somewhere Istanbul', 'Somewhere Boston']","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","['Somewhere Sydney', 'Somewhere Hong Kong', 'Somewhere Melbourne', 'Somewhere Sao Paolo', 'Somewhere Istanbul', 'Somewhere Boston']","1.0","INCORRECT","","0.5","INCORRECT"
"sample_706","def f(r, w):
    a = []
    if r[0] == w[0] and w[-1] == r[-1]:
        a.append(r)
        a.append(w)
    else:
        a.append(w)
        a.append(r)
    return a","""ab"", ""xy""","['xy', 'ab']","[['ab', 'xy']]","1.0","INCORRECT","['xy', 'ab']","1.0","CORRECT","","0.5","INCORRECT","[['xy', 'ab']]","1.0","CORRECT","['xy', 'ab']","1.0","CORRECT","","0.5","INCORRECT","[['xy', 'ab']]","1.0","CORRECT","['xy', 'ab']","1.0","CORRECT","","0.5","INCORRECT","[['xy', 'ab']]","1.0","CORRECT","['xy', 'ab']","1.0","CORRECT","","0.5","INCORRECT","[['xy', 'ab']]","1.0","CORRECT","['xy', 'ab']","1.0","CORRECT","","0.5","INCORRECT"
"sample_707","def f(text, position):
    length = len(text)
    index = position % (length + 1)
    if position < 0 or index < 0:
        index = -1
    new_text = list(text)
    new_text.pop(index)
    return ''.join(new_text)","'undbs l', 1","'udbs l'","'ndbs l'","1.0","INCORRECT","undb l","1.0","INCORRECT","","0.5","INCORRECT","'ndbs l'","1.0","INCORRECT","undb l","1.0","INCORRECT","","0.5","INCORRECT","'ndbs l'","1.0","INCORRECT","undb l","1.0","INCORRECT","","0.5","INCORRECT","'ndbs l'","1.0","INCORRECT","undb l","1.0","INCORRECT","","0.5","INCORRECT","'ndbs l'","1.0","INCORRECT","undb l","1.0","INCORRECT","","0.5","INCORRECT"
"sample_708","def f(string):
    l = list(string)
    for i in reversed(range(len(l))):
        if l[i] != ' ':
            break
        l.pop(i)
    return ''.join(l)","'    jcmfxv     '","'    jcmfxv'","jcmfxv","1.0","CORRECT","jcmfxv","1.0","CORRECT","","0.5","INCORRECT","jcmfxv","1.0","CORRECT","jcmfxv","1.0","CORRECT","","0.5","INCORRECT","jcmfxv","1.0","CORRECT","jcmfxv","1.0","CORRECT","","0.5","INCORRECT","jcmfxv","1.0","CORRECT","jcmfxv","1.0","CORRECT","","0.5","INCORRECT","jcmfxv","1.0","CORRECT","jcmfxv","1.0","CORRECT","","0.5","INCORRECT"
"sample_709","def f(text):
    my_list = text.split()
    my_list.sort(reverse=True)
    return ' '.join(my_list)","'a loved'","'loved a'","loved a","1.0","CORRECT","loved a","1.0","CORRECT","","0.5","INCORRECT","loved a","1.0","CORRECT","loved a","1.0","CORRECT","","0.5","INCORRECT","loved a","1.0","CORRECT","loved a","1.0","CORRECT","","0.5","INCORRECT","loved a","1.0","CORRECT","loved a","1.0","CORRECT","","0.5","INCORRECT","loved a","1.0","CORRECT","loved a","1.0","CORRECT","","0.5","INCORRECT"
"sample_710","def f(playlist, liker_name, song_index):
    playlist[liker_name] = playlist.get(liker_name, [])
    playlist[liker_name].append(song_index)
    return playlist","{'aki': ['1', '5']}, 'aki', '2'","{'aki': ['1', '5', '2']}","{'aki': ['1', '5', '2']}","1.0","CORRECT","{'aki': ['1', '5', '2']}","1.0","CORRECT","","0.5","INCORRECT","{""aki"": [""1"", ""5"", ""2""]}","1.0","CORRECT","{'aki': ['1', '5', '2']}","1.0","CORRECT","","0.5","INCORRECT","{""aki"": [""1"", ""5"", ""2""]}","1.0","CORRECT","{'aki': ['1', '5', '2']}","1.0","CORRECT","","0.5","INCORRECT","{""aki"": [""1"", ""5"", ""2""]}","1.0","CORRECT","{'aki': ['1', '5', '2']}","1.0","CORRECT","","0.5","INCORRECT","{""aki"": [""1"", ""5"", ""2""]}","1.0","CORRECT","{'aki': ['1', '5', '2']}","1.0","CORRECT","","0.5","INCORRECT"
"sample_711","def f(text):
    return text.replace('\n', '\t')","'apples\n\t\npears\n\t\nbananas'","'apples\t\t\tpears\t\t\tbananas'","apples		pears		bananas","1.0","INCORRECT","apples		pears		bananas","1.0","INCORRECT","","0.5","INCORRECT","apples		pears		bananas","1.0","INCORRECT","apples		pears		bananas","1.0","INCORRECT","","0.5","INCORRECT","apples		pears		bananas","1.0","INCORRECT","apples		pears		bananas","1.0","INCORRECT","","0.5","INCORRECT","apples		pears		bananas","1.0","INCORRECT","apples		pears		bananas","1.0","INCORRECT","","0.5","INCORRECT","apples		pears		bananas","1.0","INCORRECT","apples		pears		bananas","1.0","INCORRECT","","0.5","INCORRECT"
"sample_712","def f(text):
    created = []
    for line in text.splitlines():
        if line == '':
            break
        created.append(list(list(line.rstrip())[::-1][flush]))
    return created[::-1]

flush = 0","'A(hiccup)A'","[['A']]","[['A', '(', 'h', 'i', 'c', 'c', 'u', 'p', ')']]","1.0","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","","0.5","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","","0.5","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","","0.5","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","","0.5","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","Traceback (most recent call last):
  File ""<stdin>"", line 6, in f
NameError: name 'flush' is not defined
","1.0","INCORRECT","","0.5","INCORRECT"
"sample_713","def f(text, char):
    if char in text:
        text = [t.strip() for t in text.split(char) if t]
        if len(text) > 1:
            return True
    return False","'only one line', ' '","True","False","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","False","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","False","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","False","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","INCORRECT","False","1.0","INCORRECT","","0.5","INCORRECT"
"sample_714","def f(array):
    array.reverse()
    array.clear()
    array.extend('x'*len(array))
    array.reverse()
    return array","[3, -2, 0]","[]","['x', 'x', 'x']","1.0","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","","0.5","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","","0.5","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","","0.5","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","","0.5","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","['x', 'x', 'x']","1.0","INCORRECT","","0.5","INCORRECT"
"sample_715","def f(text, char):
    return text.count(char) % 2 != 0","'abababac', 'a'","False","True","1.0","INCORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","True","1.0","INCORRECT","","0.5","INCORRECT"
"sample_716","def f(nums):
    count = len(nums)
    while len(nums) > (count//2):
        nums.clear()
    return nums","[2, 1, 2, 3, 1, 6, 3, 8]","[]","[]","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT"
"sample_717","def f(text):
    (k, l) = (0, len(text) - 1)
    while not text[l].isalpha():
        l -= 1
    while not text[k].isalpha():
        k += 1
    if k != 0 or l != len(text) - 1:
        return text[k: l+1]
    else:
        return text[0]","""timetable, 2mil""","'t'","timetable, 2mil","1.0","INCORRECT","timetable","1.0","INCORRECT","","0.5","INCORRECT","timetable","1.0","INCORRECT","timetable","0.9","INCORRECT","","0.5","INCORRECT","timetable","1.0","INCORRECT","timetable","0.95","INCORRECT","","0.5","INCORRECT","timetable","1.0","INCORRECT","timetable","0.98","INCORRECT","","0.5","INCORRECT","timetable","1.0","INCORRECT","timetable","0.99","INCORRECT","","0.5","INCORRECT"
"sample_718","def f(text):
    t = text
    for i in text:
        text = text.replace(i, '')
    return str(len(text)) + t","'ThisIsSoAtrocious'","'0ThisIsSoAtrocious'","0ThisIsSoAtrocious","1.0","CORRECT","0ThisIsSoAtrocious","1.0","CORRECT","","0.5","INCORRECT","0ThisIsSoAtrocious","1.0","CORRECT","0ThisIsSoAtrocious","1.0","CORRECT","","0.5","INCORRECT","0ThisIsSoAtrocious","1.0","CORRECT","0ThisIsSoAtrocious","1.0","CORRECT","","0.5","INCORRECT","0ThisIsSoAtrocious","1.0","CORRECT","0ThisIsSoAtrocious","1.0","CORRECT","","0.5","INCORRECT","0ThisIsSoAtrocious","1.0","CORRECT","0ThisIsSoAtrocious","1.0","CORRECT","","0.5","INCORRECT"
"sample_719","def f(code):
    lines = code.split(']')
    result = []
    level = 0
    for line in lines:
        result.append(line[0] + ' ' + '  ' * level + line[1:])
        level += line.count('{') - line.count('}')
    return '\n'.join(result)","""if (x) {y = 1;} else {z = 1;}""","'i f (x) {y = 1;} else {z = 1;}'","if (x) {
y = 1;} else {
  z = 1;}","1.0","CORRECT","if (x)  {y = 1;} else  {z = 1;}","1.0","CORRECT","","0.5","INCORRECT","if (x) {
y = 1;} else {
  z = 1;}","1.0","CORRECT","if (x)  {y = 1;} else  {z = 1;}","0.9","CORRECT","","0.5","INCORRECT","if (x) {
y = 1;} else {
  z = 1;}","1.0","CORRECT","if (x)  {y = 1;} else  {z = 1;}","0.95","CORRECT","","0.5","INCORRECT","if (x) {
y = 1;} else {
  z = 1;}","1.0","CORRECT","if (x)  {y = 1;} else  {z = 1;}","0.9","CORRECT","","0.5","INCORRECT","if (x) {
y = 1;} else {
  z = 1;}","1.0","CORRECT","if (x)  {y = 1;} else  {z = 1;}","0.95","CORRECT","","0.5","INCORRECT"
"sample_720","def f(items, item):
    while items[-1] == item:
        items.pop()
    items.append(item)
    return len(items)","'bfreratrrbdbzagbretaredtroefcoiqrrneaosf'.split('-'), 'n'","2","10","1.0","INCORRECT","2","1.0","CORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","2","1.0","CORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","2","1.0","CORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","2","1.0","CORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","2","1.0","CORRECT","","0.5","INCORRECT"
"sample_721","def f(nums):
    count = len(nums)
    for num in range(2, count):
        nums.sort()
    return nums","[-6, -5, -7, -8, 2]","[-8, -7, -6, -5, 2]","[-8, -7, -6, -5, 2]","1.0","CORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","","0.5","INCORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","","0.5","INCORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","","0.5","INCORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","","0.5","INCORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","[-8, -7, -6, -5, 2]","1.0","CORRECT","","0.5","INCORRECT"
"sample_722","def f(text):
    out = """"
    for i in range(len(text)):
        if text[i].isupper():
            out += text[i].lower()
        else:
            out += text[i].upper()
    return out","',wPzPppdl/'","',WpZpPPDL/'",",WPZppPDL/","1.0","CORRECT",",WpZpPPLD/","1.0","INCORRECT","","0.5","INCORRECT",",wPzPppdl/","1.0","CORRECT","',wPzPpPDL/'","1.0","INCORRECT","","0.5","INCORRECT","',WPZppPDL/'","1.0","CORRECT","',wPzPpPdl/'","1.0","INCORRECT","","0.5","INCORRECT","',WPZppPDL/'","1.0","CORRECT","',wPZpPpDL/'","1.0","CORRECT","","0.5","INCORRECT","',WPZppPDL/'","1.0","CORRECT","',wPZpPpDL/'","1.0","CORRECT","","0.5","INCORRECT"
"sample_723","def f(text, separator):
    splitted = text.splitlines()
    if separator:
        return [' '.join(s) for s in splitted]
    else:
        return splitted","'dga nqdk\rull qcha kl', 1","['d g a   n q d k', 'u l l   q c h a   k l']","['dga nqdk', 'rull qcha kl']","1.0","INCORRECT","['dga nqdk ull qcha kl']","1.0","INCORRECT","","0.5","INCORRECT","['dga nqdk', 'rull qcha kl']","1.0","INCORRECT","['dga nqdk ull qcha kl']","1.0","INCORRECT","","0.5","INCORRECT","['dga nqdk', 'rull qcha kl']","1.0","INCORRECT","['dga nqdk ull qcha kl']","1.0","INCORRECT","","0.5","INCORRECT","['dga nqdk', 'rull qcha kl']","1.0","INCORRECT","['dga nqdk ull qcha kl']","1.0","INCORRECT","","0.5","INCORRECT","['dga nqdk', 'rull qcha kl']","1.0","INCORRECT","['dga nqdk ull qcha kl']","1.0","INCORRECT","","0.5","INCORRECT"
"sample_724","def f(text, function):
    cites = [len(text[text.index(function) + len(function):])]
    for char in text:
        if char == function:
            cites.append(len(text[text.index(function) + len(function):]))
    return cites","""010100"", ""010""","[3]","[1, 1, 1, 1, 1]","1.0","INCORRECT","[4, 2, 0]","1.0","INCORRECT","","0.5","INCORRECT","[4, 2, 0]","1.0","INCORRECT","[4, 2, 0]","1.0","INCORRECT","","0.5","INCORRECT","[4, 2, 0]","1.0","INCORRECT","[4, 2, 0]","1.0","INCORRECT","","0.5","INCORRECT","[4, 2, 0]","1.0","INCORRECT","[4, 2, 0]","1.0","INCORRECT","","0.5","INCORRECT","[4, 2, 0]","1.0","INCORRECT","[4, 2, 0]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_725","def f(text):
    result_list = ['3', '3', '3', '3']
    if result_list:
        result_list.clear()
    return len(text)","""mrq7y""","5","6","1.0","INCORRECT","5","1.0","CORRECT","","0.5","INCORRECT","6","1.0","INCORRECT","5","1.0","CORRECT","","0.5","INCORRECT","6","1.0","INCORRECT","5","1.0","CORRECT","","0.5","INCORRECT","6","1.0","INCORRECT","5","1.0","CORRECT","","0.5","INCORRECT","6","1.0","INCORRECT","5","1.0","CORRECT","","0.5","INCORRECT"
